timestamp,elapsed_s,round,scan_index,sensor_row,point_in_row,logical_node,physical_row_pin,physical_column_pin,raw_voltage_v,baseline_v,delta_v,signal_0_to_1,baseline_ready,short_below_0_2v,persistent_short_ignored
2026-08-25T14:41:30.011,0.007237,184,1,1,1,R1C2,1,3,1.811765,1.811765,0.000000,0.000000,1,0,0
2026-08-25T14:41:30.011,0.007237,184,2,1,2,R1C3,1,5,1.785882,1.785882,0.000000,0.000000,1,0,0
2026-08-25T14:41:30.011,0.007237,184,3,1,3,R1C4,1,7,1.811765,1.811765,0.000000,0.000000,1,0,0
2026-08-25T14:41:30.011,0.007237,184,4,1,4,R1C5,1,2,1.811765,1.811765,0.000000,0.000000,1,0,0
2026-08-25T14:41:30.011,0.007237,184,5,1,5,R1C6,1,4,1.850588,1.811765,0.038823,0.000000,1,0,0
2026-08-25T14:41:30.011,0.007237,184,6,1,6,R1C7,1,6,1.811765,1.785882,0.025882,0.000000,1,0,0
2026-08-25T14:41:30.011,0.007237,184,7,1,7,R1C8,1,8,1.824706,1.837647,-0.012941,0.000000,1,0,0
2026-08-25T14:41:30.011,0.007237,184,8,1,8,R1C9,1,10,1.837647,1.798823,0.038824,0.000000,1,0,0
2026-08-25T14:41:30.011,0.007237,184,9,2,1,R2C3,3,5,1.785882,1.785882,0.000000,0.000000,1,0,0
2026-08-25T14:41:30.011,0.007237,184,10,2,2,R2C4,3,7,1.811765,1.811765,0.000000,0.000000,1,0,0
2026-08-25T14:41:30.011,0.007237,184,11,2,3,R2C5,3,2,1.837647,1.837647,0.000000,0.000000,1,0,0
2026-08-25T14:41:30.011,0.007237,184,12,2,4,R2C6,3,4,1.811765,1.798823,0.012941,0.000000,1,0,0
2026-08-25T14:41:30.011,0.007237,184,13,2,5,R2C7,3,6,1.785882,1.785882,0.000000,0.000000,1,0,0
2026-08-25T14:41:30.012,0.007237,184,14,2,6,R2C8,3,8,1.837647,1.837647,0.000000,0.000000,1,0,0
2026-08-25T14:41:30.012,0.007237,184,15,2,7,R2C9,3,10,1.811765,1.785882,0.025882,0.000000,1,0,0
2026-08-25T14:41:30.012,0.007237,184,16,2,8,R2C10,3,12,1.785882,1.811765,-0.025882,0.000000,1,0,0
2026-08-25T14:41:30.012,0.007237,184,17,3,1,R3C4,5,7,1.811765,1.811765,0.000000,0.000000,1,0,0
2026-08-25T14:41:30.012,0.007237,184,18,3,2,R3C5,5,2,1.837647,1.837647,0.000000,0.000000,1,0,0
2026-08-25T14:41:30.012,0.007237,184,19,3,3,R3C6,5,4,1.811765,1.811765,0.000000,0.000000,1,0,0
2026-08-25T14:41:30.012,0.007237,184,20,3,4,R3C7,5,6,1.785882,1.798823,-0.012941,0.000000,1,0,0
2026-08-25T14:41:30.012,0.007237,184,21,3,5,R3C8,5,8,1.824706,1.824706,0.000000,0.000000,1,0,0
2026-08-25T14:41:30.012,0.007237,184,22,3,6,R3C9,5,10,1.785882,1.785882,0.000000,0.000000,1,0,0
2026-08-25T14:41:30.012,0.007237,184,23,3,7,R3C10,5,12,1.785882,1.798823,-0.012941,0.000000,1,0,0
