timestamp,elapsed_s,round,scan_index,sensor_row,point_in_row,logical_node,physical_row_pin,physical_column_pin,raw_voltage_v,baseline_v,delta_v,signal_0_to_1,baseline_ready,short_below_0_2v
2026-08-17T20:04:26.475,-0.219379,124,44,6,4,R6C10,4,12,1.151765,1.721177,-0.569412,0.516649,1,0
2026-08-17T20:04:26.475,-0.219379,124,45,6,5,R6C11,4,14,1.449412,1.462353,-0.012941,0.000000,1,0
2026-08-17T20:04:26.475,-0.219379,124,46,6,6,R6C12,4,16,0.905882,1.345882,-0.440000,0.505494,1,0
2026-08-17T20:04:26.475,-0.219379,124,47,6,7,R6C1,4,1,1.462353,1.475294,-0.012941,0.000000,1,0
2026-08-17T20:04:26.475,-0.219379,124,48,6,8,R6C2,4,3,1.785882,1.785882,0.000000,0.000000,1,0
2026-08-17T20:04:26.475,-0.219379,124,49,7,1,R7C8,6,8,1.824706,1.811765,0.012941,0.000000,1,0
2026-08-17T20:04:26.475,-0.219379,124,50,7,2,R7C9,6,10,1.811765,1.824706,-0.012941,0.000000,1,0
2026-08-17T20:04:26.475,-0.219379,124,51,7,3,R7C10,6,12,1.798823,1.811765,-0.012941,0.000000,1,0
2026-08-17T20:04:26.475,-0.219379,124,52,7,4,R7C11,6,14,1.837647,1.837647,0.000000,0.000000,1,0
2026-08-17T20:04:26.475,-0.219379,124,53,7,5,R7C12,6,16,1.824706,1.824706,0.000000,0.000000,1,0
2026-08-17T20:04:26.475,-0.219379,124,54,7,6,R7C1,6,1,1.837647,1.811765,0.025882,0.000000,1,0
2026-08-17T20:04:26.475,-0.219379,124,55,7,7,R7C2,6,3,1.837647,1.837647,0.000000,0.000000,1,0
2026-08-17T20:04:26.475,-0.219379,124,56,7,8,R7C3,6,5,1.863529,1.850588,0.012941,0.000000,1,0
2026-08-17T20:04:26.475,-0.219379,124,57,8,1,R8C9,8,10,1.811765,1.798823,0.012941,0.000000,1,0
2026-08-17T20:04:26.476,-0.219379,124,58,8,2,R8C10,8,12,1.785882,1.798823,-0.012941,0.000000,1,0
2026-08-17T20:04:26.476,-0.219379,124,59,8,3,R8C11,8,14,1.488235,1.514118,-0.025882,0.000000,1,0
2026-08-17T20:04:26.476,-0.219379,124,60,8,4,R8C12,8,16,1.824706,1.824706,0.000000,0.000000,1,0
2026-08-17T20:04:26.476,-0.219379,124,61,8,5,R8C1,8,1,1.798823,1.785882,0.012941,0.000000,1,0
2026-08-17T20:04:26.476,-0.219379,124,62,8,6,R8C2,8,3,1.811765,1.811765,0.000000,0.000000,1,0
2026-08-17T20:04:26.476,-0.219379,124,63,8,7,R8C3,8,5,1.824706,1.824706,0.000000,0.000000,1,0
2026-08-17T20:04:26.476,-0.219379,124,64,8,8,R8C4,8,7,1.721177,1.785882,-0.064706,0.000000,1,0
2026-08-17T20:04:26.476,-0.219379,124,65,9,1,R9C10,10,12,1.591765,1.643529,-0.051765,0.000000,1,0
2026-08-17T20:04:26.476,-0.219379,124,66,9,2,R9C11,10,14,1.798823,1.811765,-0.012941,0.000000,1,0
2026-08-17T20:04:26.476,-0.219379,124,67,9,3,R9C12,10,16,1.747059,1.747059,0.000000,0.000000,1,0
2026-08-17T20:04:26.476,-0.219379,124,68,9,4,R9C1,10,1,1.798823,1.785882,0.012941,0.000000,1,0
2026-08-17T20:04:26.476,-0.219379,124,69,9,5,R9C2,10,3,1.811765,1.811765,0.000000,0.000000,1,0
2026-08-17T20:04:26.476,-0.219379,124,70,9,6,R9C3,10,5,1.785882,1.811765,-0.025882,0.000000,1,0
2026-08-17T20:04:26.476,-0.219379,124,71,9,7,R9C4,10,7,1.514118,1.527059,-0.012941,0.000000,1,0
2026-08-17T20:04:26.476,-0.219379,124,72,9,8,R9C5,10,2,1.669412,1.721177,-0.051765,0.000000,1,0
2026-08-17T20:04:26.476,-0.219379,124,73,10,1,R10C11,12,14,1.824706,1.811765,0.012941,0.000000,1,0
2026-08-17T20:04:26.476,-0.219379,124,74,10,2,R10C12,12,16,1.824706,1.824706,0.000000,0.000000,1,0
2026-08-17T20:04:26.476,-0.219379,124,75,10,3,R10C1,12,1,1.798823,1.798823,0.000000,0.000000,1,0
2026-08-17T20:04:26.476,-0.219379,124,76,10,4,R10C2,12,3,1.811765,1.811765,0.000000,0.000000,1,0
2026-08-17T20:04:26.476,-0.219379,124,77,10,5,R10C3,12,5,1.798823,1.811765,-0.012941,0.000000,1,0
2026-08-17T20:04:26.476,-0.219379,124,78,10,6,R10C4,12,7,1.824706,1.824706,0.000000,0.000000,1,0
2026-08-17T20:04:26.476,-0.219379,124,79,10,7,R10C5,12,2,1.798823,1.798823,0.000000,0.000000,1,0
2026-08-17T20:04:26.476,-0.219379,124,80,10,8,R10C6,12,4,1.811765,1.811765,0.000000,0.000000,1,0
2026-08-17T20:04:26.477,-0.219379,124,81,11,1,R11C12,14,16,1.164706,1.747059,-0.582353,0.523810,1,0
2026-08-17T20:04:26.477,-0.219379,124,82,11,2,R11C1,14,1,1.798823,1.785882,0.012941,0.000000,1,0
2026-08-17T20:04:26.477,-0.219379,124,83,11,3,R11C2,14,3,1.798823,1.798823,0.000000,0.000000,1,0
2026-08-17T20:04:26.477,-0.219379,124,84,11,4,R11C3,14,5,1.824706,1.824706,0.000000,0.000000,1,0
2026-08-17T20:04:26.477,-0.219379,124,85,11,5,R11C4,14,7,1.811765,1.811765,0.000000,0.000000,1,0
2026-08-17T20:04:26.477,-0.219379,124,86,11,6,R11C5,14,2,1.281176,1.449412,-0.168235,0.000000,1,0
2026-08-17T20:04:26.477,-0.219379,124,87,11,7,R11C6,14,4,1.772941,1.785882,-0.012941,0.000000,1,0
2026-08-17T20:04:26.477,-0.219379,124,88,11,8,R11C7,14,6,1.436471,1.397647,0.038824,0.000000,1,0
2026-08-17T20:04:26.477,-0.219379,124,89,12,1,R12C1,16,1,1.772941,1.785882,-0.012941,0.000000,1,0
2026-08-17T20:04:26.477,-0.219379,124,90,12,2,R12C2,16,3,1.811765,1.811765,0.000000,0.000000,1,0
2026-08-17T20:04:26.477,-0.219379,124,91,12,3,R12C3,16,5,1.824706,1.811765,0.012941,0.000000,1,0
2026-08-17T20:04:26.477,-0.219379,124,92,12,4,R12C4,16,7,1.695294,1.708235,-0.012941,0.000000,1,0
2026-08-17T20:04:26.477,-0.219379,124,93,12,5,R12C5,16,2,1.669412,1.669412,0.000000,0.000000,1,0
2026-08-17T20:04:26.477,-0.219379,124,94,12,6,R12C6,16,4,1.785882,1.798823,-0.012941,0.000000,1,0
2026-08-17T20:04:26.477,-0.219379,124,95,12,7,R12C7,16,6,1.798823,1.798823,0.000000,0.000000,1,0
2026-08-17T20:04:26.477,-0.219379,124,96,12,8,R12C8,16,8,0.000000,0.000000,0.000000,0.000000,1,1
2026-08-17T20:04:26.477,-0.168383,125,1,1,1,R1C2,1,3,1.811765,1.811765,0.000000,0.000000,1,0
2026-08-17T20:04:26.477,-0.168383,125,2,1,2,R1C3,1,5,1.747059,1.760000,-0.012941,0.000000,1,0
2026-08-17T20:04:26.477,-0.168383,125,3,1,3,R1C4,1,7,1.747059,1.772941,-0.025882,0.000000,1,0
2026-08-17T20:04:26.477,-0.168383,125,4,1,4,R1C5,1,2,1.320000,1.501176,-0.181176,0.000000,1,0
2026-08-17T20:04:26.477,-0.168383,125,5,1,5,R1C6,1,4,1.772941,1.785882,-0.012941,0.000000,1,0
2026-08-17T20:04:26.477,-0.168383,125,6,1,6,R1C7,1,6,1.785882,1.798823,-0.012941,0.000000,1,0
2026-08-17T20:04:26.477,-0.168383,125,7,1,7,R1C8,1,8,1.540000,1.527059,0.012941,0.000000,1,0
2026-08-17T20:04:26.478,-0.168383,125,8,1,8,R1C9,1,10,1.397647,1.527059,-0.129412,0.000000,1,0
2026-08-17T20:04:26.478,-0.168383,125,9,2,1,R2C3,3,5,1.837647,1.824706,0.012941,0.000000,1,0
2026-08-17T20:04:26.478,-0.168383,125,10,2,2,R2C4,3,7,1.669412,1.695294,-0.025882,0.000000,1,0
2026-08-17T20:04:26.478,-0.168383,125,11,2,3,R2C5,3,2,1.785882,1.785882,0.000000,0.000000,1,0
2026-08-17T20:04:26.478,-0.168383,125,12,2,4,R2C6,3,4,1.423529,1.449412,-0.025882,0.000000,1,0
2026-08-17T20:04:26.478,-0.168383,125,13,2,5,R2C7,3,6,1.798823,1.811765,-0.012941,0.000000,1,0
2026-08-17T20:04:26.478,-0.168383,125,14,2,6,R2C8,3,8,1.320000,1.332941,-0.012941,0.000000,1,0
2026-08-17T20:04:26.478,-0.168383,125,15,2,7,R2C9,3,10,1.798823,1.824706,-0.025882,0.000000,1,0
2026-08-17T20:04:26.478,-0.168383,125,16,2,8,R2C10,3,12,1.747059,1.747059,0.000000,0.000000,1,0
2026-08-17T20:04:26.478,-0.168383,125,17,3,1,R3C4,5,7,1.294118,1.747059,-0.452941,0.312169,1,0
2026-08-17T20:04:26.478,-0.168383,125,18,3,2,R3C5,5,2,0.815294,0.815294,0.000000,0.000000,1,0
2026-08-17T20:04:26.478,-0.168383,125,19,3,3,R3C6,5,4,1.281176,1.371765,-0.090588,0.000000,1,0
2026-08-17T20:04:26.478,-0.168383,125,20,3,4,R3C7,5,6,1.772941,1.772941,0.000000,0.000000,1,0
2026-08-17T20:04:26.478,-0.168383,125,21,3,5,R3C8,5,8,0.841176,1.384706,-0.543529,0.692924,1,0
2026-08-17T20:04:26.478,-0.168383,125,22,3,6,R3C9,5,10,1.151765,1.320000,-0.168235,0.000000,1,0
2026-08-17T20:04:26.478,-0.168383,125,23,3,7,R3C10,5,12,1.578824,1.643529,-0.064706,0.000000,1,0
2026-08-17T20:04:26.478,-0.168383,125,24,3,8,R3C11,5,14,1.798823,1.798823,0.000000,0.000000,1,0
2026-08-17T20:04:26.478,-0.168383,125,25,4,1,R4C5,7,2,1.760000,1.760000,0.000000,0.000000,1,0
2026-08-17T20:04:26.478,-0.168383,125,26,4,2,R4C6,7,4,1.772941,1.708235,0.064706,0.000000,1,0
2026-08-17T20:04:26.478,-0.168383,125,27,4,3,R4C7,7,6,0.737647,1.501176,-0.763529,1.000000,1,0
2026-08-17T20:04:26.478,-0.168383,125,28,4,4,R4C8,7,8,1.565882,1.578824,-0.012941,0.000000,1,0
2026-08-17T20:04:26.478,-0.168383,125,29,4,5,R4C9,7,10,1.501176,1.514118,-0.012941,0.000000,1,0
2026-08-17T20:04:26.478,-0.168383,125,30,4,6,R4C10,7,12,1.604706,1.617647,-0.012941,0.000000,1,0
2026-08-17T20:04:26.478,-0.168383,125,31,4,7,R4C11,7,14,1.501176,1.540000,-0.038823,0.000000,1,0
2026-08-17T20:04:26.479,-0.168383,125,32,4,8,R4C12,7,16,1.824706,1.824706,0.000000,0.000000,1,0
2026-08-17T20:04:26.479,-0.168383,125,33,5,1,R5C6,2,4,1.811765,1.811765,0.000000,0.000000,1,0
2026-08-17T20:04:26.479,-0.168383,125,34,5,2,R5C7,2,6,1.811765,1.811765,0.000000,0.000000,1,0
2026-08-17T20:04:26.479,-0.168383,125,35,5,3,R5C8,2,8,1.811765,1.811765,0.000000,0.000000,1,0
2026-08-17T20:04:26.479,-0.168383,125,36,5,4,R5C9,2,10,1.837647,1.824706,0.012941,0.000000,1,0
2026-08-17T20:04:26.479,-0.168383,125,37,5,5,R5C10,2,12,1.811765,1.811765,0.000000,0.000000,1,0
2026-08-17T20:04:26.479,-0.168383,125,38,5,6,R5C11,2,14,1.811765,1.811765,0.000000,0.000000,1,0
2026-08-17T20:04:26.479,-0.168383,125,39,5,7,R5C12,2,16,1.824706,1.824706,0.000000,0.000000,1,0
2026-08-17T20:04:26.479,-0.168383,125,40,5,8,R5C1,2,1,1.785882,1.798823,-0.012941,0.000000,1,0
2026-08-17T20:04:26.479,-0.168383,125,41,6,1,R6C7,4,6,0.388235,1.785882,-1.397647,1.000000,1,0
2026-08-17T20:04:26.479,-0.168383,125,42,6,2,R6C8,4,8,1.061176,1.397647,-0.336471,0.259259,1,0
