time_s,round,row,column,adc_u8,voltage_v
38.555015,21,5,7,141,1.824706
38.605019,21,5,9,140,1.811765
38.654980,21,5,11,140,1.811765
38.705101,21,7,1,142,1.837647
38.754887,21,7,3,140,1.811765
38.805000,21,7,5,139,1.798824
38.852887,21,7,7,141,1.824706
38.905898,21,7,9,139,1.798824
38.957049,21,7,11,141,1.824706
39.002941,21,9,1,142,1.837647
39.054944,21,9,3,101,1.307059
39.104936,21,9,5,140,1.811765
39.154989,21,9,7,95,1.229412
39.204928,21,9,9,138,1.785882
39.255959,21,9,11,142,1.837647
39.304951,21,11,1,142,1.837647
39.357082,21,11,3,138,1.785882
39.405171,21,11,5,141,1.824706
39.454979,21,11,7,139,1.798824
39.504932,21,11,9,138,1.785882
39.552974,21,11,11,138,1.785882
39.605945,22,1,1,141,1.824706
39.651950,22,1,3,89,1.151765
39.705116,22,1,5,134,1.734118
39.755042,22,1,7,65,0.841176
39.805112,22,1,9,141,1.824706
39.851933,22,1,11,130,1.682353
39.905075,22,3,1,142,1.837647
39.955131,22,3,3,132,1.708235
40.002101,22,3,5,138,1.785882
40.055956,22,3,7,135,1.747059
40.104970,22,3,9,139,1.798824
40.156084,22,3,11,128,1.656471
40.204944,22,5,1,139,1.798824
40.256026,22,5,3,141,1.824706
40.305017,22,5,5,141,1.824706
40.352078,22,5,7,140,1.811765
40.403186,22,5,9,139,1.798824
40.455197,22,5,11,140,1.811765
40.504087,22,7,1,142,1.837647
40.555990,22,7,3,140,1.811765
40.606138,22,7,5,142,1.837647
40.655042,22,7,7,141,1.824706
40.703036,22,7,9,140,1.811765
40.755094,22,7,11,139,1.798824
40.807097,22,9,1,142,1.837647
40.856054,22,9,3,99,1.281176
40.906049,22,9,5,137,1.772941
40.956046,22,9,7,84,1.087059
41.006018,22,9,9,141,1.824706
41.055056,22,9,11,134,1.734118
41.102980,22,11,1,142,1.837647
41.157170,22,11,3,129,1.669412
41.205157,22,11,5,138,1.785882
41.256133,22,11,7,142,1.837647
41.304968,22,11,9,141,1.824706
41.355144,22,11,11,138,1.785882
41.406014,23,1,1,139,1.798824
41.455996,23,1,3,136,1.760000
41.504936,23,1,5,139,1.798824
41.555932,23,1,7,129,1.669412
41.604941,23,1,9,138,1.785882
41.656032,23,1,11,132,1.708235
41.706024,23,3,1,142,1.837647
41.753029,23,3,3,140,1.811765
41.804053,23,3,5,136,1.760000
41.854013,23,3,7,140,1.811765
41.905110,23,3,9,139,1.798824
41.955168,23,3,11,131,1.695294
42.006149,23,5,1,139,1.798824
42.054955,23,5,3,137,1.772941
42.104972,23,5,5,137,1.772941
42.155961,23,5,7,140,1.811765
42.203942,23,5,9,138,1.785882
42.256026,23,5,11,142,1.837647
42.305949,23,7,1,140,1.811765
42.356028,23,7,3,141,1.824706
42.407071,23,7,5,139,1.798824
42.456052,23,7,7,141,1.824706
42.507120,23,7,9,138,1.785882
42.557053,23,7,11,138,1.785882
42.604361,23,9,1,140,1.811765
42.654150,23,9,3,128,1.656471
42.706146,23,9,5,116,1.501176
42.755171,23,9,7,83,1.074118
42.806169,23,9,9,138,1.785882
42.857022,23,9,11,122,1.578824
42.906064,23,11,1,142,1.837647
42.956082,23,11,3,139,1.798824
43.005339,23,11,5,82,1.061176
43.056025,23,11,7,137,1.772941
43.106015,23,11,9,140,1.811765
43.156025,23,11,11,138,1.785882
43.205717,24,1,1,139,1.798824
43.255027,24,1,3,142,1.837647
43.306119,24,1,5,140,1.811765
43.356030,24,1,7,86,1.112941
43.406076,24,1,9,141,1.824706
43.452012,24,1,11,137,1.772941
43.505051,24,3,1,142,1.837647
43.555087,24,3,3,142,1.837647
43.607054,24,3,5,141,1.824706
43.655077,24,3,7,142,1.837647
43.702232,24,3,9,142,1.837647
43.753070,24,3,11,140,1.811765
43.807028,24,5,1,142,1.837647
43.855006,24,5,3,141,1.824706
43.903081,24,5,5,141,1.824706
43.955108,24,5,7,142,1.837647
44.005242,24,5,9,139,1.798824
44.055089,24,5,11,139,1.798824
44.104213,24,7,1,140,1.811765
44.155148,24,7,3,139,1.798824
44.205064,24,7,5,142,1.837647
44.256062,24,7,7,143,1.850588
44.303054,24,7,9,139,1.798824
44.355176,24,7,11,139,1.798824
44.405115,24,9,1,142,1.837647
44.455185,24,9,3,100,1.294118
44.501997,24,9,5,134,1.734118
44.555072,24,9,7,99,1.281176
44.603058,24,9,9,138,1.785882
44.655172,24,9,11,140,1.811765
44.704053,24,11,1,141,1.824706
44.757232,24,11,3,138,1.785882
44.805150,24,11,5,137,1.772941
44.856068,24,11,7,141,1.824706
44.907143,24,11,9,138,1.785882
44.952072,24,11,11,139,1.798824
45.006101,25,1,1,141,1.824706
