action_elapsed_s,N001,N002,N003,N004,N005,N006,N007,N008,N009,N010,N011,N012,N013,N014,N015,N016,N017,N018
6.050000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6.100000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6.150000,0.129333,0.000000,0.000000,0.000000,0.518598,0.009040,0.023530,0.000000,0.000000,0.000000,0.136764,0.017127,0.000000,0.000000,0.000000,0.000000,1.000000,0.445803
6.200000,0.120800,0.000000,0.000000,0.000000,0.523559,0.014001,0.023530,0.000000,0.000000,0.000000,0.136764,0.022089,0.000000,0.000000,0.000000,0.000000,1.000000,0.450765
6.250000,0.112267,0.000000,0.000000,0.000000,0.528520,0.018962,0.023530,0.000000,0.000000,0.000000,0.136764,0.027051,0.000000,0.000000,0.000000,0.000000,1.000000,0.455726
6.300000,0.105089,0.000000,0.000000,0.000000,0.533481,0.023924,0.025893,0.000000,0.000000,0.000000,0.135976,0.044113,0.000000,0.000000,0.000000,0.000000,1.000000,0.456749
6.350000,0.113625,0.000000,0.000000,0.000000,0.538445,0.028888,0.055676,0.000000,0.000000,0.000000,0.126049,0.201591,0.000000,0.000000,0.000000,0.000000,1.000000,0.412075
6.400000,0.122162,0.000000,0.000000,0.000000,0.543410,0.033851,0.085459,0.000000,0.000000,0.000000,0.116121,0.359069,0.000000,0.000000,0.000000,0.000000,1.000000,0.367400
6.450000,0.130699,0.000000,0.000000,0.000000,0.548374,0.038815,0.115242,0.000000,0.000000,0.000000,0.106194,0.516546,0.000000,0.000000,0.000000,0.000000,1.000000,0.322726
6.500000,0.148574,0.000000,0.000000,0.000000,0.549265,0.043705,0.168569,0.000000,0.000000,0.000000,0.100413,0.657327,0.000000,0.000000,0.000000,0.000000,1.000000,0.266725
6.550000,0.168491,0.000000,0.000000,0.000000,0.549265,0.048578,0.227049,0.000000,0.000000,0.000000,0.095540,0.794455,0.000000,0.000000,0.000000,0.000000,1.000000,0.208245
6.600000,0.188409,0.000000,0.000000,0.000000,0.549265,0.053451,0.285528,0.000000,0.000000,0.000000,0.090666,0.931582,0.000000,0.000000,0.000000,0.000000,1.000000,0.149765
6.650000,0.223208,0.000000,0.000000,0.000000,0.549265,0.055883,0.328899,0.000000,0.000000,0.000000,0.092290,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.122615
6.700000,0.272825,0.000000,0.000000,0.000000,0.549265,0.055883,0.357225,0.000000,0.000000,0.000000,0.100383,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.126662
6.750000,0.322442,0.000000,0.000000,0.000000,0.549265,0.055883,0.385551,0.000000,0.000000,0.000000,0.108476,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.130708
6.800000,0.372059,0.000000,0.000000,0.000000,0.549265,0.055883,0.413877,0.000000,0.000000,0.000000,0.116569,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.134755
6.850000,0.406961,0.000000,0.000000,0.000000,0.551777,0.058395,0.437990,0.000000,0.000000,0.000000,0.115563,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.139276
6.900000,0.427353,0.000000,0.000000,0.000000,0.556766,0.063384,0.457946,0.000000,0.000000,0.000000,0.105585,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.144265
6.950000,0.447745,0.000000,0.000000,0.000000,0.561754,0.068373,0.477903,0.000000,0.000000,0.000000,0.095607,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.149255
7.000000,0.462810,0.000000,0.000000,0.000000,0.565440,0.072059,0.492648,0.000000,0.000000,0.000000,0.088235,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.152941
7.050000,0.462810,0.000000,0.000000,0.000000,0.565440,0.072059,0.492648,0.000000,0.000000,0.000000,0.088235,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.152941
7.100000,0.462810,0.000000,0.000000,0.000000,0.565440,0.072059,0.492648,0.000000,0.000000,0.000000,0.088235,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.152941
7.150000,0.462810,0.000000,0.000000,0.000000,0.565440,0.072059,0.492648,0.000000,0.000000,0.000000,0.088235,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.152941
