timestamp,elapsed_s,round,scan_index,sensor_row,point_in_row,source_label,raw_voltage_v,signal_0_to_1,missing_filled_zero
2026-09-08T16:59:15.290,8.005962,45,45,6,5,R6C11,0,0,1
2026-09-08T16:59:15.290,8.005962,45,46,6,6,R6C12,0,0,1
2026-09-08T16:59:15.290,8.005962,45,47,6,7,R6C1,1.811765,0.0,0
2026-09-08T16:59:15.290,8.005962,45,48,6,8,R6C2,1.798823,0.0,0
2026-09-08T16:59:15.290,8.005962,45,49,7,1,R7C8,0,0,1
2026-09-08T16:59:15.290,8.005962,45,50,7,2,R7C9,0,0,1
2026-09-08T16:59:15.290,8.005962,45,51,7,3,R7C10,0,0,1
2026-09-08T16:59:15.290,8.005962,45,52,7,4,R7C11,0,0,1
2026-09-08T16:59:15.290,8.005962,45,53,7,5,R7C12,0,0,1
2026-09-08T16:59:15.290,8.005962,45,54,7,6,R7C1,1.682353,0.0,0
2026-09-08T16:59:15.290,8.005962,45,55,7,7,R7C2,1.177647,0.0,0
2026-09-08T16:59:15.290,8.005962,45,56,7,8,R7C3,1.798823,0.0,0
2026-09-08T16:59:15.290,8.005962,45,57,8,1,R8C9,0,0,1
2026-09-08T16:59:15.290,8.005962,45,58,8,2,R8C10,0,0,1
2026-09-08T16:59:15.290,8.005962,45,59,8,3,R8C11,0,0,1
2026-09-08T16:59:15.290,8.005962,45,60,8,4,R8C12,0,0,1
2026-09-08T16:59:15.290,8.005962,45,61,8,5,R8C1,1.565882,0.0,0
2026-09-08T16:59:15.290,8.005962,45,62,8,6,R8C2,1.798823,0.0,0
2026-09-08T16:59:15.290,8.005962,45,63,8,7,R8C3,1.798823,0.0,0
2026-09-08T16:59:15.290,8.005962,45,64,8,8,R8C4,1.798823,0.0,0
2026-09-08T16:59:15.290,8.005962,45,65,9,1,R9C10,0,0,1
2026-09-08T16:59:15.290,8.005962,45,66,9,2,R9C11,0,0,1
2026-09-08T16:59:15.290,8.005962,45,67,9,3,R9C12,0,0,1
2026-09-08T16:59:15.290,8.005962,45,68,9,4,R9C1,0,0,1
2026-09-08T16:59:15.290,8.005962,45,69,9,5,R9C2,0,0,1
2026-09-08T16:59:15.290,8.005962,45,70,9,6,R9C3,0,0,1
2026-09-08T16:59:15.290,8.005962,45,71,9,7,R9C4,0,0,1
2026-09-08T16:59:15.290,8.005962,45,72,9,8,R9C5,0,0,1
