action_elapsed_s,N001,N002,N003,N004,N005,N006,N007,N008,N009,N010,N011,N012,N013,N014,N015,N016,N017,N018,N019,N020,N021,N022,N023,N024,N025,N026,N027,N028,N029,N030,N031,N032,N033,N034,N035,N036
3.450000,0.570941,0.000000,0.093736,0.000000,0.000000,0.000000,0.533087,0.000000,0.093317,0.000000,0.000000,0.000000,0.120588,0.020943,0.082735,0.000000,0.000000,0.000000,0.104411,0.380224,0.114576,0.000000,0.000000,0.000000,0.595206,0.000000,0.000000,0.000000,0.000000,1.000000,0.429802,0.000000,0.000000,0.000000,0.000000,1.000000
3.500000,0.574294,0.000000,0.097089,0.000000,0.000000,0.000000,0.533087,0.000000,0.098191,0.000000,0.000000,0.000000,0.120588,0.024296,0.079382,0.000000,0.000000,0.000000,0.104411,0.652505,0.124324,0.000000,0.000000,0.000000,0.598559,0.000000,0.000000,0.000000,0.000000,1.000000,0.400557,0.000000,0.000000,0.000000,0.000000,1.000000
3.550000,0.577648,0.000000,0.100442,0.000000,0.000000,0.000000,0.533087,0.000000,0.103065,0.000000,0.000000,0.000000,0.120588,0.027649,0.076029,0.000000,0.000000,0.000000,0.104411,0.924785,0.134072,0.000000,0.000000,0.000000,0.601913,0.000000,0.000000,0.000000,0.000000,1.000000,0.371313,0.000000,0.000000,0.000000,0.000000,1.000000
3.600000,0.581001,0.000000,0.103794,0.000000,0.000000,0.000000,0.533087,0.000000,0.106838,0.000000,0.000000,0.000000,0.120588,0.031002,0.072676,0.000000,0.000000,0.000000,0.104411,1.000000,0.153753,0.000000,0.000000,0.000000,0.605266,0.000000,0.000000,0.000000,0.000000,1.000000,0.372942,0.000000,0.000000,0.000000,0.000000,1.000000
3.650000,0.581617,0.000000,0.108466,0.000000,0.000000,0.000000,0.533087,0.000000,0.110191,0.000000,0.000000,0.000000,0.116533,0.064055,0.092331,0.000000,0.000000,0.000000,0.104411,1.000000,0.177224,0.000000,0.000000,0.000000,0.549119,0.000000,0.000000,0.000000,0.000000,1.000000,0.386355,0.000000,0.000000,0.000000,0.000000,1.000000
3.700000,0.581617,0.000000,0.113434,0.000000,0.000000,0.000000,0.533087,0.000000,0.113544,0.000000,0.000000,0.000000,0.111565,0.103803,0.117174,0.000000,0.000000,0.000000,0.104411,1.000000,0.200695,0.000000,0.000000,0.000000,0.479560,0.000000,0.000000,0.000000,0.000000,1.000000,0.399767,0.000000,0.000000,0.000000,0.000000,1.000000
3.750000,0.581617,0.000000,0.118403,0.000000,0.000000,0.000000,0.533087,0.000000,0.116897,0.000000,0.000000,0.000000,0.106596,0.143550,0.142016,0.000000,0.000000,0.000000,0.104411,1.000000,0.224167,0.000000,0.000000,0.000000,0.410001,0.000000,0.000000,0.000000,0.000000,1.000000,0.413179,0.000000,0.000000,0.000000,0.000000,1.000000
3.800000,0.576023,0.000000,0.120588,0.000000,0.000000,0.000000,0.533087,0.000000,0.120250,0.000000,0.000000,0.000000,0.101614,0.306112,0.200497,0.000000,0.000000,0.000000,0.104411,1.000000,0.247638,0.000000,0.000000,0.000000,0.337451,0.000000,0.000000,0.000000,0.000000,1.000000,0.426591,0.000000,0.000000,0.000000,0.000000,1.000000
3.850000,0.566037,0.000000,0.120588,0.000000,0.000000,0.000000,0.537554,0.000000,0.116121,0.000000,0.000000,0.000000,0.096621,0.565076,0.285380,0.000000,0.000000,0.000000,0.104411,1.000000,0.258933,0.000000,0.000000,0.000000,0.262553,0.000000,0.000000,0.000000,0.000000,1.000000,0.423474,0.000000,0.000000,0.000000,0.000000,1.000000
3.900000,0.556050,0.000000,0.120588,0.000000,0.000000,0.000000,0.542521,0.000000,0.111155,0.000000,0.000000,0.000000,0.091628,0.824039,0.370264,0.000000,0.000000,0.000000,0.104411,1.000000,0.268866,0.000000,0.000000,0.000000,0.187655,0.000000,0.000000,0.000000,0.000000,1.000000,0.418508,0.000000,0.000000,0.000000,0.000000,1.000000
3.950000,0.547685,0.000000,0.122167,0.000000,0.000000,0.000000,0.547488,0.000000,0.106188,0.000000,0.000000,0.000000,0.086655,1.000000,0.429521,0.000000,0.000000,0.000000,0.104411,1.000000,0.278799,0.000000,0.000000,0.000000,0.143082,0.000000,0.000000,0.000000,0.000000,1.000000,0.413541,0.000000,0.000000,0.000000,0.000000,1.000000
4.000000,0.542757,0.000000,0.127095,0.000000,0.000000,0.000000,0.549265,0.000000,0.107560,0.000000,0.000000,0.000000,0.081727,1.000000,0.434449,0.000000,0.000000,0.000000,0.104411,1.000000,0.279205,0.000000,0.000000,0.000000,0.162794,0.000000,0.000000,0.000000,0.000000,1.000000,0.411764,0.000000,0.000000,0.000000,0.000000,1.000000
4.050000,0.537829,0.000000,0.132023,0.000000,0.000000,0.000000,0.549265,0.000000,0.112463,0.000000,0.000000,0.000000,0.076799,1.000000,0.439378,0.000000,0.000000,0.000000,0.104411,1.000000,0.274302,0.000000,0.000000,0.000000,0.182506,0.000000,0.000000,0.000000,0.000000,1.000000,0.411764,0.000000,0.000000,0.000000,0.000000,1.000000
4.100000,0.533240,0.000000,0.136916,0.000000,0.000000,0.000000,0.549265,0.000000,0.117366,0.000000,0.000000,0.000000,0.071905,1.000000,0.444423,0.000000,0.000000,0.000000,0.104411,1.000000,0.269399,0.000000,0.000000,0.000000,0.201774,0.000000,0.000000,0.000000,0.000000,1.000000,0.411764,0.000000,0.000000,0.000000,0.000000,1.000000
4.150000,0.537246,0.000000,0.140922,0.000000,0.000000,0.000000,0.549265,0.000000,0.117268,0.000000,0.000000,0.000000,0.067899,1.000000,0.452435,0.000000,0.000000,0.000000,0.102752,1.000000,0.269497,0.000000,0.000000,0.000000,0.209786,0.000000,0.000000,0.000000,0.000000,1.000000,0.415083,0.000000,0.000000,0.000000,0.000000,1.000000
4.200000,0.541252,0.000000,0.144928,0.000000,0.000000,0.000000,0.549265,0.000000,0.107590,0.000000,0.000000,0.000000,0.063893,1.000000,0.460447,0.000000,0.000000,0.000000,0.097913,1.000000,0.279175,0.000000,0.000000,0.000000,0.217798,0.000000,0.000000,0.000000,0.000000,1.000000,0.424761,0.000000,0.000000,0.000000,0.000000,1.000000
4.250000,0.545259,0.000000,0.148934,0.000000,0.000000,0.000000,0.549265,0.000000,0.097913,0.000000,0.000000,0.000000,0.059887,1.000000,0.468459,0.000000,0.000000,0.000000,0.093074,1.000000,0.288852,0.000000,0.000000,0.000000,0.225810,0.000000,0.000000,0.000000,0.000000,1.000000,0.434439,0.000000,0.000000,0.000000,0.000000,1.000000
4.300000,0.549265,0.000000,0.152940,0.000000,0.000000,0.000000,0.549265,0.000000,0.088235,0.000000,0.000000,0.000000,0.055881,1.000000,0.476471,0.000000,0.000000,0.000000,0.088235,1.000000,0.298530,0.000000,0.000000,0.000000,0.233822,0.000000,0.000000,0.000000,0.000000,1.000000,0.444117,0.000000,0.000000,0.000000,0.000000,1.000000
4.350000,0.554196,0.000000,0.152940,0.000000,0.000000,0.000000,0.549265,0.000000,0.088235,0.000000,0.000000,0.000000,0.055881,0.863490,0.461677,0.000000,0.000000,0.000000,0.092242,1.000000,0.310550,0.000000,0.000000,0.000000,0.253548,0.000000,0.000000,0.000000,0.000000,1.000000,0.392028,0.000000,0.000000,0.000000,0.000000,1.000000
4.400000,0.559127,0.000000,0.152940,0.000000,0.000000,0.000000,0.549265,0.000000,0.088235,0.000000,0.000000,0.000000,0.055881,0.726981,0.446882,0.000000,0.000000,0.000000,0.096249,1.000000,0.322571,0.000000,0.000000,0.000000,0.273274,0.000000,0.000000,0.000000,0.000000,1.000000,0.339939,0.000000,0.000000,0.000000,0.000000,1.000000
4.450000,0.564058,0.000000,0.152940,0.000000,0.000000,0.000000,0.549265,0.000000,0.088235,0.000000,0.000000,0.000000,0.055881,0.590471,0.432088,0.000000,0.000000,0.000000,0.100255,1.000000,0.334591,0.000000,0.000000,0.000000,0.293000,0.000000,0.000000,0.000000,0.000000,1.000000,0.287850,0.000000,0.000000,0.000000,0.000000,1.000000
4.500000,0.565440,0.000000,0.145796,0.000000,0.000000,0.000000,0.549265,0.000000,0.088235,0.000000,0.000000,0.000000,0.052309,0.492283,0.388646,0.000000,0.000000,0.000000,0.104262,1.000000,0.346611,0.000000,0.000000,0.000000,0.344968,0.000000,0.000000,0.000000,0.000000,1.000000,0.235761,0.000000,0.000000,0.000000,0.000000,1.000000
4.550000,0.565440,0.000000,0.135869,0.000000,0.000000,0.000000,0.544462,0.000000,0.093038,0.000000,0.000000,0.000000,0.047346,0.409016,0.334050,0.000000,0.000000,0.000000,0.090002,1.000000,0.380681,0.000000,0.000000,0.000000,0.409490,0.000000,0.000000,0.000000,0.000000,1.000000,0.291461,0.000000,0.000000,0.000000,0.000000,1.000000
4.600000,0.565440,0.000000,0.125943,0.000000,0.000000,0.000000,0.539472,0.000000,0.098027,0.000000,0.000000,0.000000,0.042383,0.325749,0.279455,0.000000,0.000000,0.000000,0.075035,1.000000,0.415603,0.000000,0.000000,0.000000,0.474013,0.000000,0.000000,0.000000,0.000000,1.000000,0.351327,0.000000,0.000000,0.000000,0.000000,1.000000
4.650000,0.565440,0.000000,0.103712,0.000000,0.000000,0.000000,0.534483,0.000000,0.103016,0.000000,0.000000,0.000000,0.041969,0.241526,0.220570,0.000000,0.000000,0.000000,0.060068,1.000000,0.450525,0.000000,0.000000,0.000000,0.511086,0.000000,0.000000,0.000000,0.000000,1.000000,0.411193,0.000000,0.000000,0.000000,0.000000,1.000000
4.700000,0.565440,0.000000,0.067065,0.000000,0.000000,0.000000,0.540196,0.000000,0.086639,0.000000,0.000000,0.000000,0.046885,0.156182,0.156662,0.000000,0.000000,0.000000,0.070099,0.780277,0.371436,0.000000,0.000000,0.000000,0.516003,0.000000,0.000000,0.000000,0.000000,1.000000,0.452822,0.000000,0.000000,0.000000,0.000000,1.000000
4.750000,0.565440,0.000000,0.030418,0.000000,0.000000,0.000000,0.550066,0.000000,0.061965,0.000000,0.000000,0.000000,0.051801,0.070839,0.092753,0.000000,0.000000,0.000000,0.089839,0.475207,0.248062,0.000000,0.000000,0.000000,0.520919,0.000000,0.000000,0.000000,0.000000,1.000000,0.487366,0.000000,0.000000,0.000000,0.000000,1.000000
4.800000,0.565440,0.000000,0.000000,0.000000,0.000000,0.000000,0.559936,0.000000,0.037290,0.000000,0.000000,0.000000,0.057025,0.000000,0.039706,0.000000,0.000000,0.000000,0.109579,0.170137,0.124688,0.000000,0.000000,0.000000,0.525572,0.000000,0.000000,0.000000,0.000000,1.000000,0.521911,0.000000,0.000000,0.000000,0.000000,1.000000
4.850000,0.565440,0.000000,0.000000,0.000000,0.000000,0.000000,0.565440,0.000000,0.032307,0.000000,0.000000,0.000000,0.063752,0.000000,0.039706,0.000000,0.000000,0.000000,0.120588,0.002095,0.058077,0.000000,0.000000,0.000000,0.528935,0.000000,0.000000,0.000000,0.000000,1.000000,0.545565,0.000000,0.000000,0.000000,0.000000,1.000000
4.900000,0.565440,0.000000,0.000000,0.000000,0.000000,0.000000,0.565440,0.000000,0.052153,0.000000,0.000000,0.000000,0.070480,0.000000,0.039706,0.000000,0.000000,0.000000,0.120588,0.006831,0.063039,0.000000,0.000000,0.000000,0.532299,0.000000,0.000000,0.000000,0.000000,1.000000,0.555488,0.000000,0.000000,0.000000,0.000000,1.000000
4.950000,0.565440,0.000000,0.000000,0.000000,0.000000,0.000000,0.565440,0.000000,0.072000,0.000000,0.000000,0.000000,0.077208,0.000000,0.039706,0.000000,0.000000,0.000000,0.120588,0.011567,0.068000,0.000000,0.000000,0.000000,0.535663,0.000000,0.000000,0.000000,0.000000,1.000000,0.565411,0.000000,0.000000,0.000000,0.000000,1.000000
5.000000,0.565440,0.000000,0.000000,0.000000,0.000000,0.000000,0.565440,0.000000,0.088235,0.000000,0.000000,0.000000,0.083936,0.000000,0.039706,0.000000,0.000000,0.000000,0.120588,0.015441,0.072946,0.000000,0.000000,0.000000,0.539027,0.000000,0.000000,0.000000,0.000000,1.000000,0.574416,0.000000,0.000000,0.000000,0.000000,1.000000
5.050000,0.565440,0.000000,0.000000,0.000000,0.000000,0.000000,0.565440,0.000000,0.088235,0.000000,0.000000,0.000000,0.088235,0.000000,0.041497,0.000000,0.000000,0.000000,0.120588,0.015441,0.077820,0.000000,0.000000,0.000000,0.542967,0.000000,0.000000,0.000000,0.000000,1.000000,0.579290,0.000000,0.000000,0.000000,0.000000,1.000000
5.100000,0.565440,0.000000,0.000000,0.000000,0.000000,0.000000,0.565440,0.000000,0.088235,0.000000,0.000000,0.000000,0.088235,0.000000,0.046457,0.000000,0.000000,0.000000,0.120588,0.015441,0.082694,0.000000,0.000000,0.000000,0.547927,0.000000,0.000000,0.000000,0.000000,1.000000,0.584163,0.000000,0.000000,0.000000,0.000000,1.000000
5.150000,0.565440,0.000000,0.000000,0.000000,0.000000,0.000000,0.565440,0.000000,0.088235,0.000000,0.000000,0.000000,0.088235,0.000000,0.051418,0.000000,0.000000,0.000000,0.120588,0.015441,0.087569,0.000000,0.000000,0.000000,0.552888,0.000000,0.000000,0.000000,0.000000,1.000000,0.589037,0.000000,0.000000,0.000000,0.000000,1.000000
5.200000,0.565945,0.000000,0.002753,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.087730,0.000482,0.055883,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.556848,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
5.250000,0.570990,0.000000,0.030269,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.082685,0.005297,0.055883,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.551803,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
5.300000,0.576035,0.000000,0.057785,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.077640,0.010112,0.055883,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.546759,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
5.350000,0.581080,0.000000,0.085301,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.072595,0.014928,0.055883,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.541714,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
5.400000,0.581617,0.000000,0.092622,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.067670,0.032990,0.060270,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.532402,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
5.450000,0.581617,0.000000,0.097533,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.062760,0.052632,0.065180,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.522580,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
5.500000,0.581617,0.000000,0.102443,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.057849,0.072275,0.070091,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.512759,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
5.550000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
5.600000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
5.650000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
5.700000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
5.750000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
5.800000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
5.850000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
5.900000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
5.950000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6.050000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6.100000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6.150000,0.533087,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.088833,0.112500,0.233824,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.605882,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6.200000,0.533087,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.093708,0.112500,0.233824,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.605882,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6.250000,0.533087,0.000000,0.000000,0.000000,0.000000,0.000000,0.593951,0.000000,0.000000,0.000000,0.000000,0.000000,0.098583,0.112500,0.233824,0.000000,0.000000,0.000000,0.088235,0.172560,0.233824,0.000000,0.000000,0.000000,0.605882,0.000000,0.000000,0.000000,0.000000,1.000000,0.654411,0.000000,0.000000,0.000000,0.000000,1.000000
6.300000,0.533087,0.000000,0.000000,0.000000,0.000000,0.000000,0.589041,0.000000,0.000000,0.000000,0.000000,0.000000,0.103458,0.112500,0.233824,0.000000,0.000000,0.000000,0.088235,0.187290,0.233824,0.000000,0.000000,0.000000,0.605882,0.000000,0.000000,0.000000,0.000000,1.000000,0.654411,0.000000,0.000000,0.000000,0.000000,1.000000
6.350000,0.533087,0.000000,0.000000,0.000000,0.000000,0.000000,0.584131,0.000000,0.000000,0.000000,0.000000,0.000000,0.104411,0.112500,0.233824,0.000000,0.000000,0.000000,0.088235,0.202020,0.233824,0.000000,0.000000,0.000000,0.609153,0.000000,0.000000,0.000000,0.000000,1.000000,0.654411,0.000000,0.000000,0.000000,0.000000,1.000000
6.400000,0.533087,0.000000,0.000000,0.000000,0.000000,0.000000,0.581617,0.000000,0.000000,0.000000,0.000000,0.000000,0.104411,0.112500,0.233824,0.000000,0.000000,0.000000,0.088235,0.207136,0.233824,0.000000,0.000000,0.000000,0.613217,0.000000,0.000000,0.000000,0.000000,1.000000,0.656833,0.000000,0.000000,0.000000,0.000000,1.000000
6.450000,0.533087,0.000000,0.000000,0.000000,0.000000,0.000000,0.581617,0.000000,0.000000,0.000000,0.000000,0.000000,0.104411,0.112500,0.233824,0.000000,0.000000,0.000000,0.088235,0.202175,0.233824,0.000000,0.000000,0.000000,0.617282,0.000000,0.000000,0.000000,0.000000,1.000000,0.661795,0.000000,0.000000,0.000000,0.000000,1.000000
6.500000,0.533087,0.000000,0.000000,0.000000,0.000000,0.000000,0.581617,0.000000,0.000000,0.000000,0.000000,0.000000,0.104411,0.112500,0.233824,0.000000,0.000000,0.000000,0.088235,0.197213,0.233824,0.000000,0.000000,0.000000,0.621346,0.000000,0.000000,0.000000,0.000000,1.000000,0.666756,0.000000,0.000000,0.000000,0.000000,1.000000
6.550000,0.537204,0.000000,0.000000,0.000000,0.000000,0.000000,0.581617,0.000000,0.000507,0.000000,0.000000,0.000000,0.104411,0.112500,0.237940,0.000000,0.000000,0.000000,0.088235,0.194498,0.234940,0.000000,0.000000,0.000000,0.622059,0.000000,0.000000,0.000000,0.000000,1.000000,0.670588,0.000000,0.000000,0.000000,0.000000,1.000000
6.600000,0.542195,0.000000,0.000000,0.000000,0.000000,0.000000,0.581617,0.000000,0.002735,0.000000,0.000000,0.000000,0.104411,0.112500,0.242931,0.000000,0.000000,0.000000,0.088235,0.199400,0.239842,0.000000,0.000000,0.000000,0.622059,0.000000,0.000000,0.000000,0.000000,1.000000,0.670588,0.000000,0.000000,0.000000,0.000000,1.000000
6.650000,0.547187,0.000000,0.000000,0.000000,0.000000,0.000000,0.581617,0.000000,0.004963,0.000000,0.000000,0.000000,0.104411,0.112500,0.247922,0.000000,0.000000,0.000000,0.088235,0.204301,0.244743,0.000000,0.000000,0.000000,0.622059,0.000000,0.000000,0.000000,0.000000,1.000000,0.670588,0.000000,0.000000,0.000000,0.000000,1.000000
6.700000,0.549265,0.000000,0.000000,0.000000,0.000000,0.000000,0.581617,0.000000,0.007191,0.000000,0.000000,0.000000,0.104411,0.144365,0.250000,0.000000,0.000000,0.000000,0.088235,0.209203,0.249645,0.000000,0.000000,0.000000,0.619162,0.000000,0.000000,0.000000,0.000000,1.000000,0.670588,0.000000,0.000000,0.000000,0.000000,1.000000
6.750000,0.549265,0.000000,0.000000,0.000000,0.000000,0.000000,0.581617,0.000000,0.026003,0.000000,0.000000,0.000000,0.104411,0.198967,0.250000,0.000000,0.000000,0.000000,0.088235,0.209559,0.250000,0.000000,0.000000,0.000000,0.614198,0.000000,0.000000,0.000000,0.000000,1.000000,0.648207,0.000000,0.000000,0.000000,0.000000,1.000000
6.800000,0.549265,0.000000,0.000000,0.000000,0.000000,0.000000,0.581617,0.000000,0.046110,0.000000,0.000000,0.000000,0.104411,0.253568,0.250000,0.000000,0.000000,0.000000,0.088235,0.209559,0.250000,0.000000,0.000000,0.000000,0.609235,0.000000,0.000000,0.000000,0.000000,1.000000,0.624078,0.000000,0.000000,0.000000,0.000000,1.000000
6.850000,0.550856,0.000000,0.011863,0.000000,0.000000,0.000000,0.581617,0.000000,0.066218,0.000000,0.000000,0.000000,0.104411,0.296807,0.251591,0.000000,0.000000,0.000000,0.088235,0.209559,0.250000,0.000000,0.000000,0.000000,0.607474,0.000000,0.000000,0.000000,0.000000,1.000000,0.599949,0.000000,0.000000,0.000000,0.000000,1.000000
6.900000,0.555757,0.000000,0.048401,0.000000,0.000000,0.000000,0.581617,0.000000,0.086326,0.000000,0.000000,0.000000,0.104411,0.316413,0.256493,0.000000,0.000000,0.000000,0.088235,0.209559,0.250000,0.000000,0.000000,0.000000,0.612375,0.000000,0.000000,0.000000,0.000000,1.000000,0.575820,0.000000,0.000000,0.000000,0.000000,1.000000
6.950000,0.560658,0.000000,0.084938,0.000000,0.000000,0.000000,0.586088,0.000000,0.127200,0.000000,0.000000,0.000000,0.104411,0.336018,0.261395,0.000000,0.000000,0.000000,0.088235,0.200619,0.254470,0.000000,0.000000,0.000000,0.617277,0.000000,0.000000,0.000000,0.000000,1.000000,0.569059,0.000000,0.000000,0.000000,0.000000,1.000000
7.000000,0.565440,0.000000,0.120588,0.000000,0.000000,0.000000,0.591027,0.000000,0.170254,0.000000,0.000000,0.000000,0.104411,0.355928,0.266177,0.000000,0.000000,0.000000,0.088235,0.190741,0.259409,0.000000,0.000000,0.000000,0.621977,0.000000,0.000000,0.000000,0.000000,1.000000,0.564120,0.000000,0.000000,0.000000,0.000000,1.000000
7.050000,0.565440,0.000000,0.120588,0.000000,0.000000,0.000000,0.595966,0.000000,0.213308,0.000000,0.000000,0.000000,0.104411,0.388037,0.266177,0.000000,0.000000,0.000000,0.088235,0.180862,0.264349,0.000000,0.000000,0.000000,0.618608,0.000000,0.000000,0.000000,0.000000,1.000000,0.559181,0.000000,0.000000,0.000000,0.000000,1.000000
7.100000,0.565440,0.000000,0.120588,0.000000,0.000000,0.000000,0.591625,0.000000,0.254375,0.000000,0.000000,0.000000,0.104411,0.420146,0.266177,0.000000,0.000000,0.000000,0.088235,0.186460,0.269262,0.000000,0.000000,0.000000,0.615240,0.000000,0.000000,0.000000,0.000000,1.000000,0.554268,0.000000,0.000000,0.000000,0.000000,1.000000
7.150000,0.565440,0.000000,0.120588,0.000000,0.000000,0.000000,0.581827,0.000000,0.294273,0.000000,0.000000,0.000000,0.104411,0.452255,0.266177,0.000000,0.000000,0.000000,0.088235,0.201157,0.274161,0.000000,0.000000,0.000000,0.611872,0.000000,0.000000,0.000000,0.000000,1.000000,0.549369,0.000000,0.000000,0.000000,0.000000,1.000000
