action_elapsed_s,N001,N002,N003,N004,N005,N006,N007,N008,N009,N010,N011,N012,N013,N014,N015,N016,N017,N018,N019,N020,N021,N022,N023,N024,N025,N026,N027,N028,N029,N030,N031,N032,N033,N034,N035,N036
7.200000,0.565440,0.000000,0.120588,0.000000,0.000000,0.000000,0.572029,0.000000,0.334172,0.000000,0.000000,0.000000,0.104411,0.484364,0.266177,0.000000,0.000000,0.000000,0.088235,0.215854,0.279060,0.000000,0.000000,0.000000,0.608503,0.000000,0.000000,0.000000,0.000000,1.000000,0.544470,0.000000,0.000000,0.000000,0.000000,1.000000
7.250000,0.565440,0.000000,0.120588,0.000000,0.000000,0.000000,0.568625,0.000000,0.348032,0.000000,0.000000,0.000000,0.104411,0.505410,0.266177,0.000000,0.000000,0.000000,0.085050,0.228921,0.282354,0.000000,0.000000,0.000000,0.605882,0.000000,0.000000,0.000000,0.000000,1.000000,0.533214,0.000000,0.000000,0.000000,0.000000,1.000000
7.300000,0.565440,0.000000,0.120588,0.000000,0.000000,0.000000,0.578348,0.000000,0.308437,0.000000,0.000000,0.000000,0.104411,0.487675,0.266177,0.000000,0.000000,0.000000,0.075327,0.238644,0.282354,0.000000,0.000000,0.000000,0.605882,0.000000,0.000000,0.000000,0.000000,1.000000,0.508907,0.000000,0.000000,0.000000,0.000000,1.000000
7.350000,0.565440,0.000000,0.120588,0.000000,0.000000,0.000000,0.588072,0.000000,0.268843,0.000000,0.000000,0.000000,0.104411,0.469941,0.266177,0.000000,0.000000,0.000000,0.065604,0.248366,0.282354,0.000000,0.000000,0.000000,0.605882,0.000000,0.000000,0.000000,0.000000,1.000000,0.484601,0.000000,0.000000,0.000000,0.000000,1.000000
7.400000,0.565440,0.000000,0.120588,0.000000,0.000000,0.000000,0.597795,0.000000,0.229249,0.000000,0.000000,0.000000,0.104411,0.452206,0.266177,0.000000,0.000000,0.000000,0.055881,0.258089,0.282354,0.000000,0.000000,0.000000,0.605882,0.000000,0.000000,0.000000,0.000000,1.000000,0.460294,0.000000,0.000000,0.000000,0.000000,1.000000
7.450000,0.565440,0.000000,0.120588,0.000000,0.000000,0.000000,0.607735,0.000000,0.185922,0.000000,0.000000,0.000000,0.104411,0.518114,0.266177,0.000000,0.000000,0.000000,0.055881,0.277969,0.277384,0.000000,0.000000,0.000000,0.600943,0.000000,0.000000,0.000000,0.000000,1.000000,0.435442,0.000000,0.000000,0.000000,0.000000,1.000000
7.500000,0.565440,0.000000,0.120588,0.000000,0.000000,0.000000,0.617675,0.000000,0.142595,0.000000,0.000000,0.000000,0.104411,0.584021,0.266177,0.000000,0.000000,0.000000,0.055881,0.297850,0.272413,0.000000,0.000000,0.000000,0.596004,0.000000,0.000000,0.000000,0.000000,1.000000,0.410591,0.000000,0.000000,0.000000,0.000000,1.000000
7.550000,0.565440,0.000000,0.120588,0.000000,0.000000,0.000000,0.627615,0.000000,0.099269,0.000000,0.000000,0.000000,0.104411,0.649929,0.266177,0.000000,0.000000,0.000000,0.055881,0.317731,0.267443,0.000000,0.000000,0.000000,0.591065,0.000000,0.000000,0.000000,0.000000,1.000000,0.385740,0.000000,0.000000,0.000000,0.000000,1.000000
7.600000,0.568953,0.000000,0.120588,0.000000,0.000000,0.000000,0.632660,0.000000,0.088235,0.000000,0.000000,0.000000,0.104411,0.614175,0.269690,0.000000,0.000000,0.000000,0.053368,0.327820,0.266177,0.000000,0.000000,0.000000,0.589705,0.000000,0.000000,0.000000,0.000000,1.000000,0.381924,0.000000,0.000000,0.000000,0.000000,1.000000
7.650000,0.573801,0.000000,0.120588,0.000000,0.000000,0.000000,0.636032,0.000000,0.088235,0.000000,0.000000,0.000000,0.104411,0.539791,0.274538,0.000000,0.000000,0.000000,0.049996,0.334564,0.266177,0.000000,0.000000,0.000000,0.589705,0.000000,0.000000,0.000000,0.000000,1.000000,0.385296,0.000000,0.000000,0.000000,0.000000,1.000000
7.700000,0.578649,0.000000,0.120588,0.000000,0.000000,0.000000,0.639403,0.000000,0.088235,0.000000,0.000000,0.000000,0.104411,0.465407,0.279385,0.000000,0.000000,0.000000,0.046625,0.341308,0.266177,0.000000,0.000000,0.000000,0.589705,0.000000,0.000000,0.000000,0.000000,1.000000,0.388668,0.000000,0.000000,0.000000,0.000000,1.000000
7.750000,0.581617,0.000000,0.109693,0.000000,0.000000,0.000000,0.642775,0.000000,0.088235,0.000000,0.000000,0.000000,0.104411,0.391837,0.279241,0.000000,0.000000,0.000000,0.043253,0.348051,0.266177,0.000000,0.000000,0.000000,0.592818,0.000000,0.000000,0.000000,0.000000,1.000000,0.392040,0.000000,0.000000,0.000000,0.000000,1.000000
7.800000,0.581617,0.000000,0.081583,0.000000,0.000000,0.000000,0.646147,0.000000,0.088235,0.000000,0.000000,0.000000,0.104411,0.319554,0.271209,0.000000,0.000000,0.000000,0.039881,0.354795,0.266177,0.000000,0.000000,0.000000,0.600850,0.000000,0.000000,0.000000,0.000000,1.000000,0.395411,0.000000,0.000000,0.000000,0.000000,1.000000
7.850000,0.581617,0.000000,0.053473,0.000000,0.000000,0.000000,0.599845,0.000000,0.083587,0.000000,0.000000,0.000000,0.104411,0.247272,0.263178,0.000000,0.000000,0.000000,0.039705,0.317964,0.252234,0.000000,0.000000,0.000000,0.608881,0.000000,0.000000,0.000000,0.000000,1.000000,0.423475,0.000000,0.000000,0.000000,0.000000,1.000000
7.900000,0.581617,0.000000,0.025363,0.000000,0.000000,0.000000,0.550801,0.000000,0.078682,0.000000,0.000000,0.000000,0.104411,0.174989,0.255146,0.000000,0.000000,0.000000,0.039705,0.278730,0.237520,0.000000,0.000000,0.000000,0.616913,0.000000,0.000000,0.000000,0.000000,1.000000,0.452901,0.000000,0.000000,0.000000,0.000000,1.000000
7.950000,0.583403,0.000000,0.006541,0.000000,0.000000,0.000000,0.501758,0.000000,0.073778,0.000000,0.000000,0.000000,0.104411,0.130463,0.248215,0.000000,0.000000,0.000000,0.039705,0.239496,0.222807,0.000000,0.000000,0.000000,0.623844,0.000000,0.000000,0.000000,0.000000,1.000000,0.482327,0.000000,0.000000,0.000000,0.000000,1.000000
8.000000,0.588372,0.000000,0.004283,0.000000,0.000000,0.000000,0.484559,0.000000,0.057706,0.000000,0.000000,0.000000,0.104411,0.135431,0.243246,0.000000,0.000000,0.000000,0.042927,0.199960,0.217647,0.000000,0.000000,0.000000,0.628813,0.000000,0.000000,0.000000,0.000000,1.000000,0.505534,0.000000,0.000000,0.000000,0.000000,1.000000
8.050000,0.593341,0.000000,0.002024,0.000000,0.000000,0.000000,0.484559,0.000000,0.035602,0.000000,0.000000,0.000000,0.104411,0.140399,0.238277,0.000000,0.000000,0.000000,0.047889,0.160262,0.217647,0.000000,0.000000,0.000000,0.633781,0.000000,0.000000,0.000000,0.000000,1.000000,0.525383,0.000000,0.000000,0.000000,0.000000,1.000000
8.100000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.484559,0.000000,0.013498,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.052851,0.120564,0.217647,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.545232,0.000000,0.000000,0.000000,0.000000,1.000000
8.150000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.484559,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.057766,0.098208,0.219532,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.561122,0.000000,0.000000,0.000000,0.000000,1.000000
8.200000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.484559,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.062607,0.103049,0.224374,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.570805,0.000000,0.000000,0.000000,0.000000,1.000000
8.250000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.484559,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.067449,0.107891,0.229215,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.580487,0.000000,0.000000,0.000000,0.000000,1.000000
8.300000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
8.350000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
8.400000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
8.450000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
8.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
8.550000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
8.600000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
8.650000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
8.700000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
8.750000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
8.800000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
8.850000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
8.900000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.533087,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.088833,0.112500,0.233824,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.605882,0.000000,0.000000,0.000000,0.000000,1.000000
8.950000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.533087,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.093708,0.112500,0.233824,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.605882,0.000000,0.000000,0.000000,0.000000,1.000000
9.000000,0.593951,0.000000,0.000000,0.000000,0.000000,0.000000,0.533087,0.000000,0.000000,0.000000,0.000000,0.000000,0.088235,0.172560,0.233824,0.000000,0.000000,0.000000,0.098583,0.112500,0.233824,0.000000,0.000000,0.000000,0.654411,0.000000,0.000000,0.000000,0.000000,1.000000,0.605882,0.000000,0.000000,0.000000,0.000000,1.000000
9.050000,0.589041,0.000000,0.000000,0.000000,0.000000,0.000000,0.533087,0.000000,0.000000,0.000000,0.000000,0.000000,0.088235,0.187290,0.233824,0.000000,0.000000,0.000000,0.103458,0.112500,0.233824,0.000000,0.000000,0.000000,0.654411,0.000000,0.000000,0.000000,0.000000,1.000000,0.605882,0.000000,0.000000,0.000000,0.000000,1.000000
9.100000,0.584131,0.000000,0.000000,0.000000,0.000000,0.000000,0.533087,0.000000,0.000000,0.000000,0.000000,0.000000,0.088235,0.202020,0.233824,0.000000,0.000000,0.000000,0.104411,0.112500,0.233824,0.000000,0.000000,0.000000,0.654411,0.000000,0.000000,0.000000,0.000000,1.000000,0.609153,0.000000,0.000000,0.000000,0.000000,1.000000
9.150000,0.581617,0.000000,0.000000,0.000000,0.000000,0.000000,0.533087,0.000000,0.000000,0.000000,0.000000,0.000000,0.088235,0.207136,0.233824,0.000000,0.000000,0.000000,0.104411,0.112500,0.233824,0.000000,0.000000,0.000000,0.656833,0.000000,0.000000,0.000000,0.000000,1.000000,0.613217,0.000000,0.000000,0.000000,0.000000,1.000000
9.200000,0.581617,0.000000,0.000000,0.000000,0.000000,0.000000,0.533087,0.000000,0.000000,0.000000,0.000000,0.000000,0.088235,0.202175,0.233824,0.000000,0.000000,0.000000,0.104411,0.112500,0.233824,0.000000,0.000000,0.000000,0.661795,0.000000,0.000000,0.000000,0.000000,1.000000,0.617282,0.000000,0.000000,0.000000,0.000000,1.000000
9.250000,0.581617,0.000000,0.000000,0.000000,0.000000,0.000000,0.533087,0.000000,0.000000,0.000000,0.000000,0.000000,0.088235,0.197213,0.233824,0.000000,0.000000,0.000000,0.104411,0.112500,0.233824,0.000000,0.000000,0.000000,0.666756,0.000000,0.000000,0.000000,0.000000,1.000000,0.621346,0.000000,0.000000,0.000000,0.000000,1.000000
9.300000,0.581617,0.000000,0.000507,0.000000,0.000000,0.000000,0.537204,0.000000,0.000000,0.000000,0.000000,0.000000,0.088235,0.194498,0.234940,0.000000,0.000000,0.000000,0.104411,0.112500,0.237940,0.000000,0.000000,0.000000,0.670588,0.000000,0.000000,0.000000,0.000000,1.000000,0.622059,0.000000,0.000000,0.000000,0.000000,1.000000
9.350000,0.581617,0.000000,0.002735,0.000000,0.000000,0.000000,0.542195,0.000000,0.000000,0.000000,0.000000,0.000000,0.088235,0.199400,0.239842,0.000000,0.000000,0.000000,0.104411,0.112500,0.242931,0.000000,0.000000,0.000000,0.670588,0.000000,0.000000,0.000000,0.000000,1.000000,0.622059,0.000000,0.000000,0.000000,0.000000,1.000000
9.400000,0.581617,0.000000,0.004963,0.000000,0.000000,0.000000,0.547187,0.000000,0.000000,0.000000,0.000000,0.000000,0.088235,0.204301,0.244743,0.000000,0.000000,0.000000,0.104411,0.112500,0.247922,0.000000,0.000000,0.000000,0.670588,0.000000,0.000000,0.000000,0.000000,1.000000,0.622059,0.000000,0.000000,0.000000,0.000000,1.000000
9.450000,0.581617,0.000000,0.007191,0.000000,0.000000,0.000000,0.549265,0.000000,0.000000,0.000000,0.000000,0.000000,0.088235,0.209203,0.249645,0.000000,0.000000,0.000000,0.104411,0.144365,0.250000,0.000000,0.000000,0.000000,0.670588,0.000000,0.000000,0.000000,0.000000,1.000000,0.619162,0.000000,0.000000,0.000000,0.000000,1.000000
9.500000,0.581617,0.000000,0.026003,0.000000,0.000000,0.000000,0.549265,0.000000,0.000000,0.000000,0.000000,0.000000,0.088235,0.209559,0.250000,0.000000,0.000000,0.000000,0.104411,0.198967,0.250000,0.000000,0.000000,0.000000,0.648207,0.000000,0.000000,0.000000,0.000000,1.000000,0.614198,0.000000,0.000000,0.000000,0.000000,1.000000
9.550000,0.581617,0.000000,0.046110,0.000000,0.000000,0.000000,0.549265,0.000000,0.000000,0.000000,0.000000,0.000000,0.088235,0.209559,0.250000,0.000000,0.000000,0.000000,0.104411,0.253568,0.250000,0.000000,0.000000,0.000000,0.624078,0.000000,0.000000,0.000000,0.000000,1.000000,0.609235,0.000000,0.000000,0.000000,0.000000,1.000000
9.600000,0.581617,0.000000,0.066218,0.000000,0.000000,0.000000,0.550856,0.000000,0.011863,0.000000,0.000000,0.000000,0.088235,0.209559,0.250000,0.000000,0.000000,0.000000,0.104411,0.296807,0.251591,0.000000,0.000000,0.000000,0.599949,0.000000,0.000000,0.000000,0.000000,1.000000,0.607474,0.000000,0.000000,0.000000,0.000000,1.000000
9.650000,0.581617,0.000000,0.086326,0.000000,0.000000,0.000000,0.555757,0.000000,0.048401,0.000000,0.000000,0.000000,0.088235,0.209559,0.250000,0.000000,0.000000,0.000000,0.104411,0.316413,0.256493,0.000000,0.000000,0.000000,0.575820,0.000000,0.000000,0.000000,0.000000,1.000000,0.612375,0.000000,0.000000,0.000000,0.000000,1.000000
9.700000,0.586088,0.000000,0.127200,0.000000,0.000000,0.000000,0.560658,0.000000,0.084938,0.000000,0.000000,0.000000,0.088235,0.200619,0.254470,0.000000,0.000000,0.000000,0.104411,0.336018,0.261395,0.000000,0.000000,0.000000,0.569059,0.000000,0.000000,0.000000,0.000000,1.000000,0.617277,0.000000,0.000000,0.000000,0.000000,1.000000
9.750000,0.591027,0.000000,0.170254,0.000000,0.000000,0.000000,0.565440,0.000000,0.120588,0.000000,0.000000,0.000000,0.088235,0.190741,0.259409,0.000000,0.000000,0.000000,0.104411,0.355928,0.266177,0.000000,0.000000,0.000000,0.564120,0.000000,0.000000,0.000000,0.000000,1.000000,0.621977,0.000000,0.000000,0.000000,0.000000,1.000000
9.800000,0.595966,0.000000,0.213308,0.000000,0.000000,0.000000,0.565440,0.000000,0.120588,0.000000,0.000000,0.000000,0.088235,0.180862,0.264349,0.000000,0.000000,0.000000,0.104411,0.388037,0.266177,0.000000,0.000000,0.000000,0.559181,0.000000,0.000000,0.000000,0.000000,1.000000,0.618608,0.000000,0.000000,0.000000,0.000000,1.000000
9.850000,0.591625,0.000000,0.254375,0.000000,0.000000,0.000000,0.565440,0.000000,0.120588,0.000000,0.000000,0.000000,0.088235,0.186460,0.269262,0.000000,0.000000,0.000000,0.104411,0.420146,0.266177,0.000000,0.000000,0.000000,0.554268,0.000000,0.000000,0.000000,0.000000,1.000000,0.615240,0.000000,0.000000,0.000000,0.000000,1.000000
9.900000,0.581827,0.000000,0.294273,0.000000,0.000000,0.000000,0.565440,0.000000,0.120588,0.000000,0.000000,0.000000,0.088235,0.201157,0.274161,0.000000,0.000000,0.000000,0.104411,0.452255,0.266177,0.000000,0.000000,0.000000,0.549369,0.000000,0.000000,0.000000,0.000000,1.000000,0.611872,0.000000,0.000000,0.000000,0.000000,1.000000
9.950000,0.572029,0.000000,0.334172,0.000000,0.000000,0.000000,0.565440,0.000000,0.120588,0.000000,0.000000,0.000000,0.088235,0.215854,0.279060,0.000000,0.000000,0.000000,0.104411,0.484364,0.266177,0.000000,0.000000,0.000000,0.544470,0.000000,0.000000,0.000000,0.000000,1.000000,0.608503,0.000000,0.000000,0.000000,0.000000,1.000000
10.000000,0.568625,0.000000,0.348032,0.000000,0.000000,0.000000,0.565440,0.000000,0.120588,0.000000,0.000000,0.000000,0.085050,0.228921,0.282354,0.000000,0.000000,0.000000,0.104411,0.505410,0.266177,0.000000,0.000000,0.000000,0.533214,0.000000,0.000000,0.000000,0.000000,1.000000,0.605882,0.000000,0.000000,0.000000,0.000000,1.000000
10.050000,0.578348,0.000000,0.308437,0.000000,0.000000,0.000000,0.565440,0.000000,0.120588,0.000000,0.000000,0.000000,0.075327,0.238644,0.282354,0.000000,0.000000,0.000000,0.104411,0.487675,0.266177,0.000000,0.000000,0.000000,0.508907,0.000000,0.000000,0.000000,0.000000,1.000000,0.605882,0.000000,0.000000,0.000000,0.000000,1.000000
10.100000,0.588072,0.000000,0.268843,0.000000,0.000000,0.000000,0.565440,0.000000,0.120588,0.000000,0.000000,0.000000,0.065604,0.248366,0.282354,0.000000,0.000000,0.000000,0.104411,0.469941,0.266177,0.000000,0.000000,0.000000,0.484601,0.000000,0.000000,0.000000,0.000000,1.000000,0.605882,0.000000,0.000000,0.000000,0.000000,1.000000
10.150000,0.597795,0.000000,0.229249,0.000000,0.000000,0.000000,0.565440,0.000000,0.120588,0.000000,0.000000,0.000000,0.055881,0.258089,0.282354,0.000000,0.000000,0.000000,0.104411,0.452206,0.266177,0.000000,0.000000,0.000000,0.460294,0.000000,0.000000,0.000000,0.000000,1.000000,0.605882,0.000000,0.000000,0.000000,0.000000,1.000000
10.200000,0.607735,0.000000,0.185922,0.000000,0.000000,0.000000,0.565440,0.000000,0.120588,0.000000,0.000000,0.000000,0.055881,0.277969,0.277384,0.000000,0.000000,0.000000,0.104411,0.518114,0.266177,0.000000,0.000000,0.000000,0.435442,0.000000,0.000000,0.000000,0.000000,1.000000,0.600943,0.000000,0.000000,0.000000,0.000000,1.000000
10.250000,0.617675,0.000000,0.142595,0.000000,0.000000,0.000000,0.565440,0.000000,0.120588,0.000000,0.000000,0.000000,0.055881,0.297850,0.272413,0.000000,0.000000,0.000000,0.104411,0.584021,0.266177,0.000000,0.000000,0.000000,0.410591,0.000000,0.000000,0.000000,0.000000,1.000000,0.596004,0.000000,0.000000,0.000000,0.000000,1.000000
10.300000,0.627615,0.000000,0.099269,0.000000,0.000000,0.000000,0.565440,0.000000,0.120588,0.000000,0.000000,0.000000,0.055881,0.317731,0.267443,0.000000,0.000000,0.000000,0.104411,0.649929,0.266177,0.000000,0.000000,0.000000,0.385740,0.000000,0.000000,0.000000,0.000000,1.000000,0.591065,0.000000,0.000000,0.000000,0.000000,1.000000
10.350000,0.632660,0.000000,0.088235,0.000000,0.000000,0.000000,0.568953,0.000000,0.120588,0.000000,0.000000,0.000000,0.053368,0.327820,0.266177,0.000000,0.000000,0.000000,0.104411,0.614175,0.269690,0.000000,0.000000,0.000000,0.381924,0.000000,0.000000,0.000000,0.000000,1.000000,0.589705,0.000000,0.000000,0.000000,0.000000,1.000000
10.400000,0.636032,0.000000,0.088235,0.000000,0.000000,0.000000,0.573801,0.000000,0.120588,0.000000,0.000000,0.000000,0.049996,0.334564,0.266177,0.000000,0.000000,0.000000,0.104411,0.539791,0.274538,0.000000,0.000000,0.000000,0.385296,0.000000,0.000000,0.000000,0.000000,1.000000,0.589705,0.000000,0.000000,0.000000,0.000000,1.000000
10.450000,0.639403,0.000000,0.088235,0.000000,0.000000,0.000000,0.578649,0.000000,0.120588,0.000000,0.000000,0.000000,0.046625,0.341308,0.266177,0.000000,0.000000,0.000000,0.104411,0.465407,0.279385,0.000000,0.000000,0.000000,0.388668,0.000000,0.000000,0.000000,0.000000,1.000000,0.589705,0.000000,0.000000,0.000000,0.000000,1.000000
10.500000,0.642775,0.000000,0.088235,0.000000,0.000000,0.000000,0.581617,0.000000,0.109693,0.000000,0.000000,0.000000,0.043253,0.348051,0.266177,0.000000,0.000000,0.000000,0.104411,0.391837,0.279241,0.000000,0.000000,0.000000,0.392040,0.000000,0.000000,0.000000,0.000000,1.000000,0.592818,0.000000,0.000000,0.000000,0.000000,1.000000
10.550000,0.646147,0.000000,0.088235,0.000000,0.000000,0.000000,0.581617,0.000000,0.081583,0.000000,0.000000,0.000000,0.039881,0.354795,0.266177,0.000000,0.000000,0.000000,0.104411,0.319554,0.271209,0.000000,0.000000,0.000000,0.395411,0.000000,0.000000,0.000000,0.000000,1.000000,0.600850,0.000000,0.000000,0.000000,0.000000,1.000000
10.600000,0.599845,0.000000,0.083587,0.000000,0.000000,0.000000,0.581617,0.000000,0.053473,0.000000,0.000000,0.000000,0.039705,0.317964,0.252234,0.000000,0.000000,0.000000,0.104411,0.247272,0.263178,0.000000,0.000000,0.000000,0.423475,0.000000,0.000000,0.000000,0.000000,1.000000,0.608881,0.000000,0.000000,0.000000,0.000000,1.000000
10.650000,0.550801,0.000000,0.078682,0.000000,0.000000,0.000000,0.581617,0.000000,0.025363,0.000000,0.000000,0.000000,0.039705,0.278730,0.237520,0.000000,0.000000,0.000000,0.104411,0.174989,0.255146,0.000000,0.000000,0.000000,0.452901,0.000000,0.000000,0.000000,0.000000,1.000000,0.616913,0.000000,0.000000,0.000000,0.000000,1.000000
10.700000,0.501758,0.000000,0.073778,0.000000,0.000000,0.000000,0.583403,0.000000,0.006541,0.000000,0.000000,0.000000,0.039705,0.239496,0.222807,0.000000,0.000000,0.000000,0.104411,0.130463,0.248215,0.000000,0.000000,0.000000,0.482327,0.000000,0.000000,0.000000,0.000000,1.000000,0.623844,0.000000,0.000000,0.000000,0.000000,1.000000
10.750000,0.484559,0.000000,0.057706,0.000000,0.000000,0.000000,0.588372,0.000000,0.004283,0.000000,0.000000,0.000000,0.042927,0.199960,0.217647,0.000000,0.000000,0.000000,0.104411,0.135431,0.243246,0.000000,0.000000,0.000000,0.505534,0.000000,0.000000,0.000000,0.000000,1.000000,0.628813,0.000000,0.000000,0.000000,0.000000,1.000000
10.800000,0.484559,0.000000,0.035602,0.000000,0.000000,0.000000,0.593341,0.000000,0.002024,0.000000,0.000000,0.000000,0.047889,0.160262,0.217647,0.000000,0.000000,0.000000,0.104411,0.140399,0.238277,0.000000,0.000000,0.000000,0.525383,0.000000,0.000000,0.000000,0.000000,1.000000,0.633781,0.000000,0.000000,0.000000,0.000000,1.000000
10.850000,0.484559,0.000000,0.013498,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.052851,0.120564,0.217647,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.545232,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
10.900000,0.484559,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.057766,0.098208,0.219532,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.561122,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
