timestamp,source_elapsed_s,action_elapsed_s,source_frame,phase,action_id,action_label,rotation_rows,N001,N002,N003,N004,N005,N006,N007,N008,N009,N010,N011,N012,N013,N014,N015,N016,N017,N018,N019,N020,N021,N022,N023,N024,N025,N026,N027,N028,N029,N030,N031,N032,N033,N034,N035,N036,N037,N038,N039,N040,N041,N042,N043,N044,N045,N046,N047,N048,N049,N050,N051,N052,N053,N054,N055,N056,N057,N058,N059,N060,N061,N062,N063,N064,N065,N066,N067,N068,N069,N070,N071,N072,N073,N074,N075,N076,N077,N078,N079,N080,N081,N082,N083,N084,N085,N086,N087,N088,N089,N090,N091,N092,N093,N094,N095,N096
2026-09-14T00:00:14.550Z,14.550000,14.550000,87,action,LMP005,01_palm_grab_middle_LMP005_96nodes_MAPPING_FIXED,3,0.000000,0.000000,0.122759,0.122759,0.126913,0.264402,0.000000,0.000000,0.000000,0.000000,0.192000,0.255748,0.255748,0.255748,0.000000,0.000000,0.000000,0.000000,0.229341,0.400000,0.532808,0.400000,0.000000,0.000000,0.000000,0.000000,0.252220,0.477794,0.833333,0.400000,0.000000,0.000000,0.000000,0.000000,0.252220,0.525458,0.546143,0.400000,0.000000,0.000000,0.000000,0.000000,0.252220,0.275853,0.262149,0.262149,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
